Time,H,LE,ws,TKE,VWC,rad
7/19/17 05:30:00,-51.9487,3.66251,5.962,3.52341,0.105,-86.03717
7/19/17 06:00:00,-51.7663,2.30657,6.67731,2.9211,0.105,-82.87926
7/19/17 06:30:00,-43.6248,2.20559,4.1689,2.50186,0.105,-67.06802
7/19/17 07:00:00,-29.2858,4.36521,3.36489,2.09516,0.105,-45.00381
7/19/17 07:30:00,-23.0932,8.83127,2.30593,2.01418,0.105,-15.80095
7/19/17 08:00:00,-23.4884,16.4919,4.46684,3.0398,0.105,20.01123
7/19/17 09:00:00,17.1229,33.5673,5.03022,3.49201,0.105,179.5415
7/19/17 10:00:00,77.839,57.1405,3.3617,4.39126,0.105,352.5231
7/19/17 10:30:00,112.704,55.3116,2.87402,4.82994,0.105,389.5692
7/19/17 11:00:00,147.127,108.48,0.852142,4.22073,0.105,430.5214
7/19/17 11:30:00,109.432,44.1269,0.48752,3.35237,0.105,485.9638
7/19/17 12:00:00,202.33,104.587,0.838908,4.89591,0.106,559.2087
7/19/17 12:30:00,205.332,95.0126,1.70465,7.33072,0.106,277.5936
7/19/17 13:00:00,133.533,69.1626,1.87023,3.81622,0.107,379.7813
7/19/17 13:30:00,159.276,91.7935,0.27863,3.14121,0.107,310.6187
7/19/17 14:00:00,199.359,124.408,1.63024,6.43744,0.107,552.6622
7/19/17 14:30:00,162.499,100.533,0.936038,4.45667,0.108,337.4641
7/19/17 15:00:00,264.509,162.879,1.03405,2.72824,0.108,604.7316
7/19/17 15:30:00,195.479,122.505,0.656788,3.00306,0.108,583.2296
7/19/17 16:00:00,242.478,108.978,0.419715,4.61564,0.109,563.445
7/19/17 17:00:00,66.0923,64.6827,1.07792,3.95091,0.109,116.9934
7/19/17 17:30:00,78.2768,67.855,0.732485,3.55994,0.109,100.6016
7/19/17 18:00:00,65.6161,90.3415,1.51686,2.27084,0.108,248.6889
7/19/17 18:30:00,31.7566,50.4303,1.14132,2.66481,0.108,259.1806
7/19/17 19:00:00,54.0511,53.7607,0.662594,1.02238,0.108,159.1375
7/19/17 19:30:00,22.7239,32.9379,1.47247,1.03706,0.108,148.1709
7/19/17 20:00:00,30.2848,30.4415,0.864516,1.50117,0.107,75.81887
7/19/17 21:00:00,-11.9034,52.4717,1.19136,0.926108,0.107,-40.02526
7/19/17 21:30:00,-15.8925,9.56335,1.53194,0.675231,0.107,-59.95499
7/19/17 22:00:00,-18.5615,6.55964,1.70586,0.704976,0.106,-73.49535
7/19/17 22:30:00,-16.8605,4.15415,1.47765,0.368538,0.105,-63.3513
7/19/17 23:00:00,-19.4495,4.16199,0.866572,0.608632,0.105,-49.3377
7/19/17 23:30:00,-18.4721,3.12248,1.4329,0.539888,0.105,-71.32732
7/20/17 00:00:00,-44.6104,12.0358,3.7568,0.774258,0.104,-82.55844
7/20/17 00:30:00,-38.5707,9.01353,4.04194,0.799264,0.104,-83.65059
7/20/17 01:00:00,-46.3147,9.39128,3.52615,0.741525,0.104,-83.20961
7/20/17 01:30:00,-33.1746,5.69464,3.44649,0.78421,0.103,-80.8425
7/20/17 02:00:00,-37.11,3.97599,2.64049,0.784066,0.103,-78.39522
7/20/17 02:30:00,-26.5509,3.03386,1.87053,0.688998,0.103,-76.57123
7/20/17 03:00:00,-22.2772,1.8094,1.74507,0.49357,0.103,-73.2512
7/20/17 03:30:00,-11.1901,0.478768,1.9511,0.258416,0.102,-72.84299
7/20/17 04:00:00,-14.0181,0.782266,2.16228,0.251454,0.102,-73.70229
7/20/17 04:30:00,-5.50888,-0.20151,1.55339,0.12913,0.102,-68.53374
7/20/17 05:00:00,-5.76763,-2.74E-02,1.63048,0.161582,0.102,-69.97261
7/20/17 05:30:00,-18.4295,0.69375,2.11467,0.245465,0.101,-71.26227
7/20/17 06:00:00,-33.4244,3.39655,2.70673,0.821491,0.101,-69.27984
7/20/17 06:30:00,-25.2532,3.9878,2.26759,0.944171,0.101,-28.03856
7/20/17 07:00:00,-25.839,13.1592,2.04847,1.21353,0.101,-10.57592
7/20/17 07:30:00,-28.3155,21.5696,2.67683,1.34627,0.101,13.6449
7/20/17 08:00:00,-12.5989,23.3371,3.1522,4.46204,0.101,25.06378
7/20/17 09:00:00,-8.91336,35.7928,3.41757,2.75565,0.101,73.06452
7/20/17 09:30:00,9.26362,35.7519,5.34387,3.43282,0.101,96.40192
7/20/17 10:00:00,23.6127,29.2906,4.18576,3.38613,0.101,135.6024
7/20/17 10:30:00,64.9875,36.3182,0.926107,4.95432,0.101,208.6079
7/20/17 11:30:00,146.977,66.1587,2.27078,4.22213,0.101,508.5497
7/20/17 12:00:00,184.802,102.85,3.40216,3.30008,0.101,397.9771
7/20/17 12:30:00,149.99,93.7526,3.82937,11.0292,0.102,296.815
7/20/17 13:00:00,157.451,92.0701,1.65439,13.9022,0.102,450.3456
7/20/17 13:30:00,171.262,82.4389,3.63852,9.02021,0.102,389.3234
7/20/17 14:00:00,116.087,51.0404,3.18505,6.15218,0.103,99.81373
7/20/17 15:00:00,172.661,70.4626,3.97461,9.91424,0.103,333.467
7/20/17 15:30:00,173.917,55.8512,5.75651,10.1408,0.103,442.1954
7/20/17 16:30:00,150.624,81.1522,7.71877,8.2361,0.103,466.2754
7/20/17 17:00:00,115.77,57.9915,7.69248,11.17,0.103,147.4846
7/20/17 18:00:00,89.7309,69.5667,5.04104,10.2174,0.103,218.2025
7/20/17 18:30:00,41.0281,40.4041,5.81791,9.0187,0.103,124.0059
7/20/17 19:00:00,8.38541,14.2025,2.39183,7.3496,0.103,24.52261
7/20/17 21:00:00,-27.9778,75.7201,9.66677,7.32631,0.101,-22.43459
7/20/17 23:00:00,-46.4334,42.7068,3.18261,6.19743,0.1,-69.58247
7/20/17 23:30:00,-49.5004,-10.8378,1.35608,6.27028,0.099,-49.97211
7/21/17 00:00:00,-33.5386,53.0897,0.479034,3.5483,0.099,-38.64923
7/21/17 03:30:00,-50.7199,49.8361,9.94043,6.65532,0.098,-66.52628
7/21/17 04:00:00,-48.8779,40.3451,10.4484,7.28643,0.098,-73.01099
7/21/17 04:30:00,-50.4509,57.384,10.8171,10.192,0.098,-56.39013
7/21/17 05:00:00,-43.5333,76.7876,11.9503,10.6645,0.098,-47.47327
7/21/17 05:30:00,-40.4091,50.277,12.2018,12.1484,0.098,-60.29415
7/21/17 06:00:00,-49.5867,55.9645,10.512,9.17019,0.098,-62.39973
7/21/17 06:30:00,-35.1383,17.1921,9.98322,9.57681,0.098,-46.65972
7/21/17 07:00:00,-26.3125,41.4665,10.6219,9.73403,0.098,-25.60312
7/21/17 07:30:00,-21.3579,43.2007,10.1963,10.6636,0.098,3.664102
7/21/17 08:00:00,-18.1516,38.6505,9.73687,10.5908,0.098,8.219959
7/21/17 08:30:00,-4.46504,33.3142,8.08543,14.082,0.098,72.40707
7/21/17 09:00:00,7.47379,41.9027,6.62865,11.5399,0.098,56.48436
7/21/17 09:30:00,10.9616,45.2562,7.46835,10.7266,0.098,92.13962
7/21/17 10:00:00,29.7428,59.0269,6.69277,10.1403,0.098,123.7309
7/21/17 10:30:00,34.3409,49.4525,7.84169,9.74305,0.098,128.9339
7/21/17 11:00:00,50.076,59.035,5.97815,9.12914,0.098,169.1332
7/21/17 11:30:00,81.3642,70.7776,7.69532,10.2036,0.098,394.119
7/21/17 12:00:00,123.88,94.8791,8.2252,12.1457,0.098,290.5104
7/21/17 12:30:00,91.3855,42.5604,3.62752,11.1644,0.099,217.8376
7/21/17 13:00:00,96.2198,78.4443,4.7492,10.7866,0.099,184.7042
7/21/17 13:30:00,161.864,86.298,8.86188,11.9494,0.099,715.0872
7/21/17 14:00:00,248.585,103.606,9.89267,9.75445,0.1,757.876
7/21/17 14:30:00,284.343,104.277,10.8975,7.45346,0.1,770.4199
7/21/17 15:00:00,328.656,117.001,9.83431,9.51818,0.101,730.0453
7/21/17 15:30:00,277.537,102.017,8.32228,6.04505,0.102,636.9456
7/21/17 16:00:00,254.428,90.3098,7.83106,7.91785,0.102,477.7916
7/21/17 16:30:00,226.407,65.0585,8.24028,7.03804,0.103,421.4123
7/21/17 17:30:00,69.6466,33.0457,7.19305,6.0451,0.103,162.481
7/21/17 18:00:00,70.4345,25.9035,8.34884,4.9594,0.103,144.9557
7/21/17 18:30:00,61.7601,39.4574,8.79328,5.89463,0.103,125.5661
7/21/17 19:00:00,100.921,50.7261,8.76423,7.51433,0.102,157.548
7/21/17 19:30:00,46.1151,39.0362,7.29354,7.93437,0.102,53.92978
7/21/17 20:00:00,10.7723,40.8772,2.49346,6.91327,0.102,17.86375
7/21/17 21:00:00,-9.60785,18.3765,1.33326,3.04845,0.101,-23.19599
7/21/17 21:30:00,-14.4957,9.21977,0.515375,3.63516,0.101,-46.68371
7/21/17 22:00:00,-30.3321,27.9645,6.65021,9.95344,0.101,-62.52504
7/21/17 22:30:00,-36.6941,12.8406,4.59677,7.59947,0.101,-69.92491
7/21/17 23:00:00,-21.809,4.61783,0.420203,1.97788,0.1,-61.72358
7/21/17 23:30:00,-21.0269,-0.542969,0.692821,1.70064,0.1,-72.15585
7/22/17 00:00:00,-55.7013,13.2702,2.52428,7.14332,0.1,-73.90193
7/22/17 00:30:00,-32.2224,3.78053,1.63458,3.54915,0.1,-57.49714
7/22/17 01:00:00,-36.4835,7.34059,5.03879,8.88443,0.099,-43.48907
7/22/17 02:00:00,-19.7226,7.94762,1.10892,2.66133,0.099,-15.98908
7/22/17 03:00:00,-8.49423,7.77988,0.45813,1.31967,0.099,-23.16743
7/22/17 03:30:00,-19.6894,6.72417,1.34214,2.50169,0.099,-41.11219
7/22/17 04:00:00,-20.912,16.2796,6.83E-02,1.74515,0.099,-31.16364
7/22/17 04:30:00,-17.0491,9.25743,0.899035,3.43153,0.099,-37.92677
7/22/17 05:00:00,-48.4175,13.2579,1.97846,5.39161,0.099,-60.31649
7/22/17 05:30:00,-29.3507,9.98749,1.65299,5.95311,0.099,-37.47298
7/22/17 06:00:00,-41.8583,9.41248,3.22687,5.81903,0.099,-56.59932
7/22/17 06:30:00,-29.9219,9.63556,2.00005,6.77062,0.099,-34.79277
7/22/17 07:00:00,-29.3461,17.9489,0.854893,3.3419,0.099,1.291943
7/22/17 07:30:00,-1.68873,9.60796,0.437366,1.69212,0.099,92.93945
7/22/17 08:00:00,3.74687,35.6453,0.968422,3.25805,0.099,39.68691
7/22/17 09:00:00,30.1322,34.8768,0.874119,2.90181,0.099,110.081
7/22/17 09:30:00,14.5805,55.6818,1.16037,4.3507,0.099,103.73
7/22/17 10:00:00,60.7083,31.8853,0.860924,2.96251,0.099,317.6506
7/22/17 10:30:00,129.971,124.962,1.69373,7.85981,0.099,381.2671
7/22/17 11:00:00,178.653,108.496,2.05471,7.31538,0.1,519.366
7/22/17 11:30:00,237.916,134.525,2.69435,8.24753,0.1,586.9556
7/22/17 12:00:00,301.554,143.535,2.60687,7.05422,0.101,657.337
7/22/17 12:30:00,260.614,104.596,5.0614,10.5443,0.102,543.2609
7/22/17 13:00:00,163.772,58.1126,6.59103,11.3061,0.102,266.115
7/22/17 13:30:00,112.472,60.5891,3.79004,10.0663,0.103,247.5093
7/22/17 14:00:00,142.4,73.2571,2.20866,8.91574,0.103,245.3954
7/22/17 14:30:00,85.5203,65.3592,0.905746,8.35671,0.103,192.4673
7/22/17 15:00:00,63.6414,56.7716,1.22599,5.11637,0.103,167.7679
7/22/17 15:30:00,62.7498,63.0184,1.5949,5.41781,0.103,206.7584
7/22/17 16:00:00,84.863,82.3475,2.12551,6.60564,0.103,201.6283
7/22/17 16:30:00,84.7091,83.2391,1.19743,4.83569,0.103,273.0688
7/22/17 17:00:00,62.5337,80.9448,1.65328,6.28354,0.103,198.7715
7/22/17 17:30:00,74.8591,54.8677,5.84213,12.4301,0.103,112.6227
7/22/17 18:00:00,64.2812,28.9374,7.02308,11.557,0.103,104.8506
7/22/17 18:30:00,39.3667,38.9723,6.05497,11.0209,0.103,83.67891
7/22/17 19:00:00,21.8761,34.9904,2.50967,7.07472,0.103,57.16392
7/22/17 19:30:00,18.7085,33.2763,4.13219,9.47855,0.103,47.05264
7/22/17 20:00:00,16.604,42.3533,4.54408,14.3333,0.103,22.5344
7/22/17 20:30:00,-7.5198,23.4406,8.17941,14.2607,0.103,-1.82537
7/22/17 21:00:00,-8.20131,20.7761,8.93504,13.0904,0.102,-14.5865
7/22/17 22:00:00,-33.7655,26.1531,2.3479,9.0251,0.102,-43.80423
7/22/17 22:30:00,-21.9518,3.8289,1.64438,4.79129,0.102,-35.656
7/22/17 23:00:00,-28.8254,7.52262,0.619485,5.34956,0.102,-45.53088
7/23/17 00:00:00,-26.1943,6.1279,1.82852,7.46707,0.101,-29.00667
7/23/17 01:00:00,-10.3334,6.62647,1.77306,3.47379,0.101,-13.59631
7/23/17 01:30:00,-14.8172,2.74375,2.94446,3.26418,0.101,-14.74908
7/23/17 02:00:00,-15.1811,6.27465,3.54886,4.72598,0.101,-20.55042
7/23/17 02:30:00,-13.0687,6.04802,1.05068,1.89482,0.101,-17.82106
7/23/17 03:00:00,-18.9889,5.09322,2.51022,4.92484,0.101,-32.29659
7/23/17 03:30:00,-19.9741,3.55955,0.4378,2.5247,0.101,-15.549
7/23/17 04:30:00,-21.7726,6.63506,1.80074,2.9141,0.101,-32.16685
7/23/17 05:00:00,-20.9494,9.25536,3.1282,3.57523,0.101,-18.43032
7/23/17 05:30:00,-17.3611,6.77992,2.57068,3.78477,0.101,-17.89991
7/23/17 06:00:00,-20.2784,5.63794,2.78538,2.99894,0.101,-22.45157
7/23/17 06:30:00,-19.4763,11.0709,2.36591,2.33223,0.101,-6.106714
7/23/17 09:00:00,29.6884,41.1129,4.21088,5.4372,0.101,117.801
7/23/17 09:30:00,49.2359,58.6064,4.57568,5.1022,0.101,184.6254
7/23/17 10:00:00,65.5657,69.3228,4.82885,5.00046,0.101,200.5524
7/23/17 10:30:00,46.8566,58.686,3.88867,4.22645,0.101,226.1266
7/23/17 11:00:00,74.5042,79.5106,4.20668,5.15877,0.101,208.154
7/23/17 11:30:00,51.9774,49.47,3.69461,6.72727,0.101,317.6552
7/23/17 12:00:00,94.8018,69.6359,4.93257,5.49793,0.101,262.4832
7/23/17 12:30:00,128.559,87.3128,4.5317,6.37336,0.102,344.7742
7/23/17 13:00:00,117.893,78.8953,3.34554,7.47837,0.102,288.9176
7/23/17 13:30:00,83.6488,81.9676,2.16841,5.39892,0.102,302.747
7/23/17 14:00:00,188.666,137.646,2.76715,8.91371,0.102,396.0463
7/23/17 14:30:00,89.1529,64.0226,1.0042,4.83737,0.103,259.2247
7/23/17 15:00:00,93.5722,58.6708,1.99477,7.55715,0.103,263.0906
7/23/17 15:30:00,109.611,66.1042,0.274685,6.51228,0.103,268.6985
7/23/17 16:00:00,119.587,87.0754,1.72863,6.84022,0.104,324.3939
7/23/17 17:00:00,44.5443,44.6748,0.388669,5.37416,0.104,123.9276
7/23/17 17:30:00,34.3303,46.8564,0.379967,3.25494,0.104,107.4359
7/23/17 18:00:00,42.3264,37.2014,0.670306,8.44881,0.104,163.5887
7/23/17 18:30:00,53.6014,42.1046,1.54007,6.14098,0.104,129.8466
7/23/17 19:00:00,2.95578,33.1906,1.54867,3.67157,0.104,29.91294
7/23/17 21:00:00,-34.6278,105.306,6.7952,4.39841,0.103,-8.902636
7/23/17 21:30:00,-32.0013,53.8944,6.50906,4.49004,0.103,-22.24926
7/23/17 22:00:00,-20.5933,15.7309,4.03947,2.7276,0.102,-47.76738
7/23/17 22:30:00,-16.0303,3.02609,5.55151,4.31548,0.102,-46.2685
7/24/17 01:30:00,-76.3381,69.6605,9.96631,11.3145,0.101,-79.65943
7/24/17 02:00:00,-77.4074,94.9924,9.81176,10.3603,0.101,-84.98071
7/24/17 02:30:00,-68.7119,74.0738,8.09844,10.185,0.1,-89.41222
7/24/17 03:00:00,-79.6266,44.4617,7.9806,8.28807,0.1,-89.90131
7/24/17 03:30:00,-71.0873,37.9169,8.18705,6.67596,0.099,-91.92936
7/24/17 04:00:00,-68.9319,46.7856,8.24768,6.65256,0.099,-92.2673
7/24/17 04:30:00,-68.3873,64.9658,10.0836,7.32162,0.099,-93.73222
7/24/17 05:00:00,-66.1156,47.7399,10.1795,5.74128,0.098,-93.62961
7/24/17 05:30:00,-63.6292,41.3573,9.77999,6.12875,0.098,-94.13457
7/24/17 06:00:00,-64.5613,27.5344,10.2554,6.79813,0.098,-93.26579
7/24/17 06:30:00,-62.0964,41.6388,9.65799,9.56205,0.098,-65.15983
7/24/17 07:00:00,-53.1877,45.5474,7.6013,11.0659,0.098,-11.05703
7/24/17 07:30:00,-35.2607,36.5756,7.06382,8.80674,0.098,44.96371
7/24/17 08:00:00,-14.6032,50.8959,7.20072,7.14466,0.097,114.1453
7/24/17 09:30:00,66.3534,89.9227,1.91422,4.33814,0.098,308.8837
7/24/17 10:00:00,94.233,87.1948,5.41473,4.48767,0.098,381.5573
7/24/17 10:30:00,115.154,109.261,4.80273,6.66894,0.098,441.3544
7/24/17 11:00:00,141.768,100.595,6.90706,8.7024,0.099,506.9351
7/24/17 11:30:00,165.478,96.3747,3.67761,7.76787,0.099,543.3268
7/24/17 12:00:00,212.87,130.538,4.57584,6.00054,0.1,586.067
7/24/17 12:30:00,217.297,125.457,5.04622,8.51808,0.1,616.2986
7/24/17 13:00:00,235.16,135.228,5.62804,9.86639,0.101,660.3824
7/24/17 13:30:00,233.638,114.878,5.76131,11.1092,0.102,652.0809
7/24/17 14:00:00,291.696,144.888,4.82157,8.45252,0.102,669.2884
7/24/17 14:30:00,291.13,140.749,4.82583,9.39462,0.103,640.9584
7/24/17 15:00:00,239.025,108.625,7.4918,7.67951,0.104,423.836
7/24/17 15:30:00,258.338,118.117,5.35231,11.7382,0.104,693.4839
7/24/17 16:00:00,260.532,132.81,5.50643,12.2243,0.105,473.9199
7/24/17 16:30:00,252.346,94.3475,6.58785,8.98307,0.105,482.225
7/24/17 17:00:00,205.961,81.4895,5.39913,10.7907,0.105,418.9167
7/24/17 17:30:00,164.476,77.2747,4.3578,7.24179,0.105,432.3314
7/24/17 18:00:00,210.514,79.9263,5.95587,7.09824,0.105,350.8948
7/24/17 18:30:00,124.343,59.2658,4.25842,4.52675,0.105,208.822
7/24/17 19:00:00,113.283,51.8626,4.28611,4.56562,0.105,100.6753
7/24/17 19:30:00,82.6665,44.9085,3.68125,3.55648,0.105,87.5182
7/24/17 20:00:00,48.7938,41.6689,2.63631,2.96214,0.104,38.17443
7/24/17 20:30:00,47.5255,35.5908,4.52579,1.99507,0.104,4.063593
7/24/17 21:00:00,-16.2626,10.7976,4.15815,2.06244,0.103,-75.07516
7/24/17 21:30:00,-20.848,3.46826,3.25133,2.12773,0.103,-81.38036
7/24/17 22:00:00,-34.9184,7.50386,3.41144,2.07735,0.102,-87.58232
7/27/17 00:00:00,-4.80153,-7.63E-02,1.17462,0.238569,0.097,-70.61452
7/27/17 00:30:00,-14.8827,0.886272,1.10575,0.459171,0.097,-71.76387
7/27/17 01:00:00,-11.5542,0.32902,0.843866,0.969068,0.096,-74.7711
7/27/17 01:30:00,-27.6328,3.15379,1.8009,1.0694,0.096,-78.77095
7/27/17 02:00:00,-12.3041,0.917539,0.630713,0.393196,0.095,-68.76321
7/27/17 02:30:00,-9.95581,0.413184,0.529484,0.436353,0.095,-65.42685
7/27/17 03:00:00,-30.4453,2.06656,0.901938,0.414371,0.095,-68.27393
7/27/17 03:30:00,-14.7574,1.28963,0.653638,0.299749,0.094,-57.16929
7/27/17 04:00:00,-5.34605,7.65E-02,0.429226,0.161286,0.094,-57.03378
7/27/17 04:30:00,-24.7616,5.53593,1.32053,0.857579,0.094,-61.59666
7/27/17 05:00:00,-23.4854,3.62931,1.90302,1.148,0.094,-66.01649
7/27/17 05:30:00,-23.4787,3.76364,2.33858,0.536545,0.094,-62.35546
7/27/17 06:00:00,-12.2642,2.13548,2.02774,0.338431,0.093,-50.84307
7/27/17 06:30:00,-12.3451,1.02197,0.687982,0.286738,0.093,-31.9616
7/27/17 07:00:00,-5.40803,5.06278,0.475198,0.265792,0.093,26.53221
7/27/17 07:30:00,-1.28139,25.6908,1.06718,0.483804,0.093,53.70686
7/27/17 08:00:00,3.90164,34.7123,2.93439,1.78473,0.093,91.42475
7/27/17 08:30:00,23.5241,78.6164,4.14337,1.13174,0.093,189.1614
7/27/17 09:00:00,59.7804,70.0159,3.78545,1.50479,0.093,238.1129
7/27/17 09:30:00,70.7588,98.5415,3.89888,2.22178,0.093,289.0716
7/27/17 10:00:00,78.026,82.3118,4.60196,1.81986,0.093,346.8465
7/27/17 10:30:00,102.164,91.8988,4.30618,1.91698,0.093,404.1764
7/27/17 11:00:00,110.229,96.8107,3.81618,2.43681,0.093,450.3703
7/27/17 11:30:00,179.996,105.707,1.74823,4.57905,0.094,487.0952
7/27/17 12:00:00,219.634,121.789,1.59032,4.66101,0.094,529.2034
7/27/17 12:30:00,183.375,97.6556,0.920517,4.72063,0.095,544.5193
7/27/17 13:00:00,247.756,134.483,1.51614,4.51879,0.095,562.7765
7/27/17 13:30:00,229.546,123.826,0.726082,4.9566,0.096,580.8801
7/27/17 14:00:00,217.586,79.6388,4.24087,5.1562,0.096,344.6723
7/27/17 14:30:00,154.272,68.0708,4.04803,5.09361,0.097,182.7977
7/27/17 15:00:00,197.846,84.0211,3.81773,5.1133,0.097,314.4095
7/27/17 15:30:00,164.507,59.7647,5.94365,5.04236,0.097,438.7554
7/27/17 16:00:00,178.349,69.4959,1.39422,7.24115,0.097,300.7714
7/27/17 16:30:00,84.6514,50.2452,1.46258,4.78196,0.097,106.4807
7/27/17 17:00:00,94.5813,59.6932,1.79066,4.27394,0.097,268.2606
7/27/17 17:30:00,97.8307,70.6477,2.89968,4.17631,0.097,260.278
7/27/17 18:00:00,47.263,41.2654,1.63703,3.17807,0.097,85.32674
7/27/17 18:30:00,52.2113,44.5803,2.21282,4.59407,0.097,160.6724
7/27/17 19:00:00,23.3328,46.2623,3.10211,7.43275,0.096,100.4154
7/27/17 19:30:00,9.02991,22.7194,1.9547,3.46893,0.096,155.9594
7/27/17 20:00:00,-12.7055,29.0038,2.49541,3.56012,0.096,-20.58629
7/27/17 20:30:00,-21.8269,11.4723,1.66298,2.32504,0.096,-36.64149
7/27/17 21:00:00,-30.19,31.6758,2.47538,4.54759,0.095,-37.18262
7/27/17 21:30:00,-23.9867,23.4567,1.78569,6.80272,0.095,-37.36059
7/27/17 22:00:00,-19.7573,4.86794,5.40732,4.29422,0.095,-46.90454
7/27/17 22:30:00,-16.9941,-3.30067,5.07343,4.97139,0.094,-74.27783
7/27/17 23:00:00,-22.4072,-0.671515,4.04866,1.27542,0.094,-64.558
7/27/17 23:30:00,-23.6089,3.63103,5.34489,2.50091,0.093,-36.97403